授業科目名,担当教員,役職,単位数,必修・選択・自由,開講年次,開講学期,実務経験,備考,シラバスURL
国際社会研究演習Ⅲ（マスメディア論）,井上 泰浩,教授,2,選択,博士課程後期,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52217901.html
国際社会研究演習Ⅲ（マーケティング論）,李 玲,准教授,2,選択,博士後期課程２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221F701.html
国際社会研究演習Ⅲ（会計学）,井手吉 成佳,准教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221I801.html
国際社会研究演習Ⅲ（健康心理学）,山口 光明,教授,2,選択,博士後期課程１，２，３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52215501.html
国際社会研究演習Ⅲ（国際協力論）,吉田 晴彦,教授,2,選択,国際学研究科博士後期課程在学生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52218701.html
国際社会研究演習Ⅲ（国際商務論）,寺井 里沙,准教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221J301.html
国際社会研究演習Ⅲ（国際法）,太田 育子,教授,2,選択,博士後期課程2年,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52217101.html
国際社会研究演習Ⅲ（国際経営論）,李 在鎬,教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52219501.html
国際社会研究演習Ⅲ（国際金融論）,高久 賢也,准教授,2,選択,博士後期課程１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221I401.html
国際社会研究演習Ⅲ（国際開発論）,目黒 紀夫,准教授,2,選択,博士後期課程2年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221H101.html
国際社会研究演習Ⅲ（比較国際教育学）,卜部 匡司,教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221D901.html
国際社会研究演習Ⅲ（比較政治学）,金 栄鎬,教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52219101.html
国際社会研究演習Ⅲ（環境経済学）,山根 史博,准教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221F301.html
国際社会研究演習Ⅲ（紛争解決論）,古澤 嘉朗,准教授,2,選択,博士後期課程,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221G601.html
国際社会研究演習Ⅲ（経済政策論）,高橋 広雅,教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52211901.html
国際社会研究演習Ⅲ（翻訳論）,横山 知幸,教授,2,選択,博士後期課程１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52218301.html
国際社会研究演習Ⅲ（英語学習論）,渡辺 智恵,教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221H901.html
国際社会研究演習Ⅲ（英語教育論）,青木 信之,教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52215901.html
国際社会研究演習Ⅲ（都市経済学）,寺田 英子,教授,2,選択,博士後期課程,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52212301.html
国際社会研究演習Ⅲ（非営利組織論）,金谷 信子,教授,2,選択,2年次以上,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221A801.html
"国際社会研究演習Ⅳ（Learning, Education and Culture）",カーソン ルーク,教授,2,選択, ,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221H601.html
国際社会研究演習Ⅳ（マクロ社会理論）,湯浅 正恵,教授,2,選択,博士後期課程1，2，3年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52217601.html
国際社会研究演習Ⅳ（マスメディア論）,井上 泰浩,教授,2,選択,博士課程後期,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52218001.html
国際社会研究演習Ⅳ（マーケティング論）,李 玲,准教授,2,選択,博士後期課程２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221F801.html
国際社会研究演習Ⅳ（会計学）,井手吉 成佳,准教授,2,選択,博士後期課程,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221I901.html
国際社会研究演習Ⅳ（健康心理学）,山口 光明,教授,2,選択,博士後期課程１，２，３年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52215601.html
国際社会研究演習Ⅳ（国際協力論）,吉田 晴彦,教授,2,選択,国際学研究科博士後期課程在学生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52218801.html
国際社会研究演習Ⅳ（国際商務論）,寺井 里沙,准教授,2,選択, ,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221J401.html
国際社会研究演習Ⅳ（国際法）,太田 育子,教授,2,選択,博士後期課程2年,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52217201.html
国際社会研究演習Ⅳ（国際経営論）,李 在鎬,教授,2,選択, ,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52219601.html
国際社会研究演習Ⅳ（国際金融論）,高久 賢也,准教授,2,選択,博士後期課程１、２、３年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221I501.html
国際社会研究演習Ⅳ（国際開発論）,目黒 紀夫,准教授,2,選択,博士後期課程2年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221H201.html
国際社会研究演習Ⅳ（比較国際教育学）,卜部 匡司,教授,2,選択,博士後期課程,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221E101.html
国際社会研究演習Ⅳ（比較政治学）,金 栄鎬,教授,2,選択,博士後期課程,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52219201.html
国際社会研究演習Ⅳ（環境経済学）,山根 史博,准教授,2,選択,博士後期課程,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221F401.html
国際社会研究演習Ⅳ（紛争解決論）,古澤 嘉朗,准教授,2,選択,博士後期課程,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221G701.html
国際社会研究演習Ⅳ（経済政策論）,高橋 広雅,教授,2,選択,博士後期課程,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52212001.html
国際社会研究演習Ⅳ（翻訳論）,横山 知幸,教授,2,選択,博士後期課程１、２、３年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52218401.html
国際社会研究演習Ⅳ（英語学習論）,渡辺 智恵,教授,2,選択,博士後期課程,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221I101.html
国際社会研究演習Ⅳ（英語教育論）,青木 信之,教授,2,選択, ,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52216001.html
国際社会研究演習Ⅳ（都市経済学）,寺田 英子,教授,2,選択,博士後期課程2年,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52212401.html
国際社会研究演習Ⅳ（非営利組織論）,金谷 信子,教授,2,選択,2年次以上,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5221A901.html
国際社会論Ⅰ,湯浅 正恵,教授,2,選択,２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C0801.html
国際社会論Ⅱ,湯浅 正恵,教授,2,選択,２年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C0901.html
国際組織と国際制度,佐藤 哲夫,教授,2,選択,1・2年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_81320201.html
国際経営論Ⅰ,李 在鎬,教授,2,選択,２年次以上,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114E0301.html
国際経営論Ⅰ,李 在鎬,教授,2,選択,博士前期課程１、２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51330101.html
国際経営論Ⅱ,李 在鎬,教授,2,選択,２年次以上,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114E0401.html
国際経営論Ⅱ,李 在鎬,教授,2,選択,博士前期課程１、２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51330201.html
国際金融論Ⅰ,高久 賢也,准教授,2,選択,３年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114E1901.html
国際金融論Ⅰ,高久 賢也,准教授,2,選択,博士前期課程１、２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51331901.html
国際金融論Ⅱ,高久 賢也,准教授,2,選択,３年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114E2001.html
国際金融論Ⅱ,高久 賢也,准教授,2,選択,博士前期課程１、２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51332001.html
国際開発学,目黒 紀夫,准教授,2,選択,1年次以上,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114D2201.html
国際開発学,目黒 紀夫,准教授,2,選択,博士前期課程1・2年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51320701.html
国際関係と平和,吉川 元,教授,2,選択,特に指定なし,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00M10501.html
国際関係史入門,長 史隆,講師,2,選択,1年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C0201.html
国際関係史（アメリカ）Ⅰ,長 史隆,講師,2,選択,3年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C3401.html
国際関係史（アメリカ）Ⅱ,長 史隆,講師,2,選択,3年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C3501.html
国際関係史（ロシア）Ⅰ,斎藤 祥平,准教授,2,選択,3年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C3601.html
国際関係史（ロシア）Ⅱ,斎藤 祥平,准教授,2,選択,3年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C3701.html
国際関係史（中国）Ⅰ,飯島 典子,准教授,2,選択,２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C3201.html
国際関係史（中国）Ⅱ,飯島 典子,准教授,2,選択,２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C3301.html
国際関係史（日本）Ⅰ,武田 悠,准教授,2,選択,3年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C2801.html
国際関係史（日本）Ⅱ,武田 悠,准教授,2,選択,3年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C2901.html
国際関係史（朝鮮半島）Ⅱ,金 栄鎬,教授,2,選択,3年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C3101.html
国際関係論,吉田 晴彦,教授,2,選択,1年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114C0101.html
地域再生論,金谷 信子,教授,2,選択,2年生以上,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114D3601.html
地域再生論入門,平尾 順平,准教授,2,選択,１・２年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00111501.html
地域実践演習,石松 紀子,准教授,1,選択,芸術学部３年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30315201.html
地域機構と平和・安全保障,加藤 美保子,講師,2,選択,修士課程１・２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_81320301.html
地域研究入門,田浪 亜央江,准教授,2,選択,1年,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114A0201.html
地域研究演習Ⅰ（American Literature and Culture）,ゴーマン マイケル,教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222D301.html
地域研究演習Ⅰ（アフリカ社会）,田川 玄,教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222B901.html
地域研究演習Ⅰ（フランスの文学と文化）,大場 静枝,准教授,2,選択,博士後期課程１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222E201.html
地域研究演習Ⅰ（ロシア史研究）,斎藤 祥平,准教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222E601.html
地域研究演習Ⅰ（中国研究）,飯島 典子,准教授,2,選択,博士前期または後期,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222B501.html
地域研究演習Ⅰ（日本政治外交論）,武田 悠,准教授,2,選択,博士後期課程,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222F101.html
地域研究演習Ⅰ（日本文化史）,山口 えり,准教授,2,選択,博士後期課程１年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222F501.html
地域研究演習Ⅰ（日本社会）,ヴェール ウルリケ,教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52224901.html
地域研究演習Ⅰ（東ヨーロッパ研究）,大庭 千恵子,教授,2,選択,博士後期課程 1年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52228501.html
地域研究演習Ⅰ（東南アジア研究）,板谷 大世,准教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52228101.html
地域研究演習Ⅱ（American Literature and Culture）,ゴーマン マイケル,教授,2,選択, ,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222D401.html
地域研究演習Ⅱ（アフリカ社会）,田川 玄,教授,2,選択,後期課程で担当教員を指導教員とする者、研究テーマが直接的に関係する者,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222C101.html
地域研究演習Ⅱ（フランスの文学と文化）,大場 静枝,准教授,2,選択,博士後期課程１、２、３年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222E301.html
地域研究演習Ⅱ（ロシア史研究）,斎藤 祥平,准教授,2,選択,博士後期課程,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222E701.html
地域研究演習Ⅱ（中国研究）,飯島 典子,准教授,2,選択,博士前期または後期,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222B601.html
地域研究演習Ⅱ（日本政治外交論）,武田 悠,准教授,2,選択,博士後期課程,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222F201.html
地域研究演習Ⅱ（日本文化史）,山口 えり,准教授,2,選択,博士後期課程１年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222F601.html
地域研究演習Ⅱ（日本社会）,ヴェール ウルリケ,教授,2,選択, ,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52225001.html
地域研究演習Ⅱ（東ヨーロッパ研究）,大庭 千恵子,教授,2,選択,博士後期課程 1年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52228601.html
地域研究演習Ⅱ（東南アジア研究）,板谷 大世,准教授,2,選択, ,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52228201.html
地域研究演習Ⅲ（American Literature and Culture）,ゴーマン マイケル,教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222D501.html
地域研究演習Ⅲ（アフリカ社会）,田川 玄,教授,2,選択,博士後期課程 ２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222C201.html
地域研究演習Ⅲ（フランスの文学と文化）,大場 静枝,准教授,2,選択,博士後期課程１、２、３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222E401.html
地域研究演習Ⅲ（ロシア史研究）,斎藤 祥平,准教授,2,選択,博士後期課程,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222E801.html
地域研究演習Ⅲ（中国研究）,飯島 典子,准教授,2,選択,博士前期または後期,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222B701.html
地域研究演習Ⅲ（日本政治外交論）,武田 悠,准教授,2,選択,博士後期課程,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222F301.html
地域研究演習Ⅲ（日本文化史）,山口 えり,准教授,2,選択,博士後期課程２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_5222F701.html
地域研究演習Ⅲ（日本社会）,ヴェール ウルリケ,教授,2,選択, ,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52225101.html
地域研究演習Ⅲ（東ヨーロッパ研究）,大庭 千恵子,教授,2,選択,博士後期課程 2年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_52228701.html
